V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Intro1,Intro2,Intro3,Intro4,Q92,mic1,mic2,mic3,mic4,mic5,like7,likecont_1,friends,Q69,Q101,attn1,attn2,rmq_1,rmq_2,rmq_3,rmq_4,rmq_5,rmq_6,rmq_7,rmq_8,rmq_9,rmq_10,rmq_11,rmq_12,rmq_13,rmq_14,rmq_15,rmq_16,rmq_17,rmq_18,rmq_19,rmq_20,rmq_21,rmq_22,rmq_23,rmq_24,rmq_25,rmq_26,rmq_27,rmq_28,rmq_29,rmq_30,attnchk1,rfq_1,rfq_2,rfq_3,rfq_4,rfq_5,rfq_6,rfq_7,rfq_8,rfq_9,rfq_10,rfq_11,age,gender,race_1,sex,sex_TEXT,job,edu_1,income_1,recall,Q34,honest1_12,cult1_12,advent1_12,indep1_12,persis1_12,thrifty1_12,Q159,honest2_12,advent2_12,intel2_12,greg2_12,persis2_12,Q166,loyal3_12,metic3_12,intel3_12,thrifty3_12,persis3_12,Q173,metic4_12,intel4_12,greg4_12,stub4_12,loyal4_12,Q180,greg5_12,fun5_12,advent5_12,intel5_12,persis5_12,prevmic,comments,Q96,micpass,LocationLatitude,LocationLongitude,LocationAccuracy,const_base,recall_sum,recall_avg
R_2S1DNjS0OSrjuqm,Default Response Set,Anonymous,,,24.101.162.106,0,2/21/16 19:41,2/21/16 19:54,1,1,1,1,1,1,1,,,,,5,4,4,1,1,survey,survey,5,4,4,5,5,5,4,5,5,3,5,2,4,5,2,5,4,3,5,5,5,3,2,1,5,3,4,5,5,2,2,2,1,4,3,5,1,4,2,3,3,2,52,2,4,1,,assistant manager,5,4,He is a student and likes to be honest. He tells on people who cheat. He likes people. He is a saver and saves as much money as he can. He also cuts coupons to save money. He also doesn't contribute or donate money to charities.,1,6,4,4,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,mic1,39.76420593,-76.44740295,-1,2.532282609,104.19,2.741842105
R_PU1A7Cpdbcshoch,Default Response Set,Anonymous,,,70.147.242.130,0,2/21/16 19:47,2/21/16 19:57,1,1,1,1,1,1,,1,,,,5,5,5,1,1,survey,survey,5,2,3,5,5,4,4,5,3,5,4,2,3,2,4,5,2,2,5,5,4,3,2,3,4,2,2,5,3,4,2,1,4,4,4,4,4,5,3,3,3,2,31,1,4,1,,self-employed,6,1,Michael does a lot of things like skiing without avalanche training and mountain-biking at night. He is well read and able to speak on many topics. He has many acquaintances and so interactions can come off as superficial.,,,,,,,,1,5,5,4,2,5,,,,,,,,,,,,,,,,,,,2,,1,mic2,33.77729797,-84.33660126,-1,2.43,82.92,2.67483871
R_9MPNbR3i6a8VqsF,Default Response Set,Anonymous,,,98.15.228.196,0,2/21/16 19:50,2/21/16 19:57,1,1,1,1,1,1,,,1,,,5,5,4,1,1,survey,survey,4,3,2,4,3,4,4,3,3,3,4,2,4,1,4,3,2,3,4,4,2,3,2,5,4,3,2,3,3,4,2,2,2,3,2,4,2,3,2,3,2,3,41,1,4,1,,chemist,9,4,He is close to his parents.  He does not like to spend money easily.  He is well ready and likes to read history.  Once he puts his mind to something it will get done no matter how long it takes.,,,,,,,,,,,,,,1,4,4,5,5,4,,,,,,,,,,,,,2,,1,mic3,41.44869995,-74.46900177,-1,2.395989011,93.72,2.603333333
R_1pG1CXzviMTLTwu,Default Response Set,Anonymous,,,104.178.33.80,0,2/21/16 19:24,2/21/16 20:00,1,1,1,1,1,1,,,,1,,5,6,5,1,1,survey,survey,5,1,5,6,6,6,4,5,6,2,5,1,3,1,6,6,2,4,2,5,4,2,3,3,5,2,2,5,5,4,2,3,2,4,2,4,2,4,3,2,3,1,34,1,4,2,,Histology,8,4,"Michael is detail oriented, and that sometimes results in missed deadlines. He is talkative, articulate, and gregarious.  He is a big reader, and knows a lot about lit and history. He finishes the jobs that he starts. He is close to his family, and makes them a priority. ",,,,,,,,,,,,,,,,,,,,1,6,5,6,6,6,,,,,,,2,,1,mic4,30.1578064,-81.63469696,-1,2.431037736,80.04,2.354117647
R_2X5m2M57sZNPreD,Default Response Set,Anonymous,,,99.122.29.61,0,2/21/16 19:38,2/21/16 20:03,1,1,1,1,1,1,,,,,1,4,2,1,1,1,survey,survey,3,1,4,5,3,5,4,2,4,5,5,1,2,1,6,4,1,1,4,6,4,5,2,5,3,1,1,2,2,5,2,3,5,3,5,3,5,3,4,3,5,1,57,2,4,1,,homemaker,7,4,"Michael is a thrill seeker. He is a very articulate speaker. He reads a lot and often talks about things he has read even if they are not related to the conversation. Michael has sky dived, canoed in the colorado rapids, ridden a mountain bike downhill at night and snow skied off site. He has received minor injuries but continues seek thrills.  / Michael is considered by his friends to bring energy to parties. He meets a lot of people but doesn't really get to know them. He has lots of acquaintances. ",,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,2,5,2,2,I do know some real people that have similar attributes.,1,mic5,35.227005,-84.88040161,-1,2.449836066,184.5,2.673913043
R_2Uf0iIeMvMkI2k1,Default Response Set,Anonymous,,,97.88.73.246,0,2/21/16 19:50,2/21/16 20:06,1,1,1,1,1,1,,,,1,,6,5,5,1,1,survey,survey,4,2,5,5,5,3,4,5,4,4,5,1,2,1,2,4,3,2,5,5,4,4,1,3,5,2,3,5,4,4,2,4,1,3,1,5,1,4,2,2,3,3,56,2,4,1,,cook,6,2,"Michael pays a lot  of attention to details of his work. This causes him to produce high quality work, but sometimes he misses deadlines.  Michael is a good conversationalist, so he makes friends easily.  At large parties, he talks to many people, which sometimes makes his conversations appear rushed.   He has dinner with his parents at least once a week and calls them often.",,,,,,,,,,,,,,,,,,,,1,6,3,2,5,5,,,,,,,2,none,1,mic4,38.70289612,-93.23680115,-1,2.431037736,112.34,2.496444444
R_3EROIQF5Wh9twMQ,Default Response Set,Anonymous,,,98.209.225.207,0,2/21/16 19:56,2/21/16 20:08,1,1,1,1,1,1,1,,,,,5,5,4,1,1,survey,survey,5,4,2,5,6,2,4,5,3,4,3,1,2,2,3,4,4,3,1,2,4,2,3,2,4,1,3,6,5,3,2,1,1,4,2,5,1,5,3,1,5,1,55,2,4,1,,teller,9,3,Michael does not contribute to charity.  He uses coupons and tries to save money. ,1,2,5,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,2,none,1,mic1,42.53869629,-82.94940186,-1,2.532282609,24.58,2.458
R_3j6iAvny4BrHDEO,Default Response Set,Anonymous,,,70.44.85.228,0,2/21/16 20:14,2/21/16 20:24,1,1,1,1,1,1,,,,1,,4,3,1,1,1,survey,survey,5,1,3,4,5,1,1,5,5,6,5,1,5,3,5,3,2,2,6,4,2,4,1,2,4,1,2,4,5,3,2,2,5,3,4,2,4,5,3,1,5,4,56,1,4,1,,Analyst ,9,5,He works hard and gets things done but sometimes he pays so much attention to detail that he's late. He is a good conversationalist but sometimes talks about topics that bore some listeners. He makes acquaintanceships easily at gatherings but may be shallow and hurried in conversation.  / He sees his parents weekly and calls them frequently no matter how busy he is. He finishes what he starts. ,,,,,,,,,,,,,,,,,,,,1,6,2,1,5,4,,,,,,,2,,1,mic4,40.65519714,-75.38140106,-1,2.431037736,130.84,2.516153846
R_1OJjoMsU3hA67To,Default Response Set,Anonymous,,,68.197.93.11,0,2/21/16 20:11,2/21/16 20:25,1,1,1,1,1,1,,1,,,,2,1,1,1,1,survey,survey,5,4,2,5,5,3,1,4,2,6,2,1,3,5,1,5,2,3,2,6,4,1,5,3,3,1,2,5,4,1,2,3,2,4,2,4,2,3,1,2,4,1,43,1,4,1,,Amazon Mechanical Turker,8,3,"Michael says what's on his mind.  When a friend asked him about a painting that he was working on, Michael told him that it needed more work. /  / Michael likes to engage in really risky and reckless behavior.  He engages in thrill seeking activites that could harm or kill him.  He's skied down back trails at night, he's gone sky diving, swimming with sharks, mountain biking, and lots of other crazy things. /  / Michael also has lots of friends, so many friends in fact that some people think his relationships are somewhat superficial because he spends so little time with the people because he has too many friends.  He knows about a lot of different things, however, so he's able to talk about a lot of different things.  He also makes plans with these people but doesn't always follow up with the plans that he's made. /  / Michael also likes to read books and correct peoples grammar.   /  / When Michael makes his mind up to do something, he does it, no matter how long it takes or how stupid it is.  He will refuse to change his mind",,,,,,,,1,5,1,1,0,0,,,,,,,,,,,,,,,,,,,2,That was  very interesting study.  I like the fact that all of those excerpts really can be read both ways.,1,mic2,40.67660522,-73.70379639,-1,2.43,349.2,2.530434783
R_3rUvAjHJnVkXBNr,Default Response Set,Anonymous,,,184.21.128.170,0,2/21/16 20:06,2/21/16 20:27,1,1,1,1,1,1,,,1,,,4,3,4,1,1,survey,2,5,3,3,5,5,2,2,5,4,4,4,4,5,4,5,5,3,2,5,4,3,5,2,4,5,3,5,4,3,5,2,3,4,4,4,3,4,3,3,4,3,3,59,2,4,1,,admin.,7,4,"he is just anal, and a perfectionist",,,,,,,,,,,,,,1,5,4,5,4,4,,,,,,,,,,,,,2,no,1,mic3,45.0670929,-89.98339844,-1,2.395989011,12.84,2.14
R_1FLIm3dg0KjBVCW,Default Response Set,Anonymous,,,199.115.117.235,0,2/21/16 20:19,2/21/16 20:29,1,1,1,1,1,1,,1,,,,2,1,1,1,1,survey,survey,3,2,1,4,2,4,2,2,5,4,5,1,4,2,5,4,1,2,6,4,2,5,2,6,5,2,2,5,2,5,2,5,3,2,4,4,3,4,5,5,1,3,44,2,4,1,,Content Writer,8,4,He corrects people's sentences. /  / He climbs mountains. /  / He is a great conversational speaker.,,,,,,,,1,6,1,5,0,4,,,,,,,,,,,,,,,,,,,2,,1,mic2,38.79319763,-77.53659821,-1,2.43,23.63,2.95375
R_1l6N8pS63X3Cg2P,Default Response Set,Anonymous,,,73.150.169.57,0,2/21/16 20:29,2/21/16 20:37,1,1,1,1,1,1,,,1,,,4,4,5,1,1,10,10,4,2,4,5,5,6,6,5,4,4,5,2,4,2,5,4,2,2,5,5,4,3,3,3,4,2,2,5,5,5,2,2,2,4,1,4,1,4,2,3,3,2,25,1,4,1,,student,8,2,"He is close to his parents and will interact with them weekly, even if it means sometimes sacrificing time with friends. He is critical, punctual, analytical, and doesn't like to deviate much from a plan of action.",,,,,,,,,,,,,,1,4,5,3,4,2,,,,,,,,,,,,,2,,1,mic3,40.08079529,-74.04920197,-1,2.395989011,68.85,2.295
R_3JlPiGBD5mNVsi1,Default Response Set,Anonymous,,,76.218.38.90,0,2/21/16 20:23,2/21/16 20:37,1,1,1,1,1,1,1,,,,,1,2,2,1,1,survey,survey,4,2,3,5,4,3,3,4,4,5,3,1,3,2,4,5,2,3,3,5,4,3,3,4,4,2,2,3,4,2,2,3,2,3,4,4,3,3,3,3,2,2,28,2,4,3,,retail,8,2,"He likes to take a lot of risks and live dangerously, often coming close to serious injury or death. He's obsessed with gaining more cultural knowledge, and is always talking about it. He has very few if any friends outside of work since he sees them as useless. He's very frugal, always clipping coupons and finding discounts and refusing to give to charity and so on. As a kid, he told on anyone else he knew was cheating and would tell his friends that he never cheated. I think he was also obsessed with work and moving up the ladder.",1,2,3,1,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,38.90080261,-94.63770294,-1,2.532282609,202.5,2.410714286
R_zU8JALKPBr9TnUJ,Default Response Set,Anonymous,,,73.147.94.55,0,2/21/16 20:32,2/21/16 20:38,1,1,1,1,1,1,,,,,1,6,6,6,1,1,survey,survey,5,2,3,6,5,1,4,5,2,3,5,1,2,2,4,6,2,2,5,5,5,5,2,4,5,2,2,5,5,2,2,3,4,4,4,2,4,4,3,2,4,1,26,1,4,1,,Writer,9,3,"He's a risk taker as far as his recreational activities. He drinks a lot, reads a lot, and seems like a pretty fun guy in general.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,6,6,6,2,,1,mic5,39.03349304,-77.4838028,-1,2.449836066,42.14,2.217894737
R_vMk8poK4jgOi93z,Default Response Set,Anonymous,,,173.174.14.19,0,2/21/16 20:28,2/21/16 20:39,1,1,1,1,1,1,,,,1,,4,4,4,1,1,survey,survey,4,3,4,6,4,2,3,4,2,3,4,1,4,3,2,5,2,2,4,3,3,3,1,4,3,2,4,5,4,3,2,1,3,5,3,3,3,5,3,2,5,3,45,1,5,1,,Winery Cellar Supervisor,5,4,"He is talkative, reads a lot, loves to share his knowledge, is easily distracted, very close to his parents and as dinner with them every week, even if he can't see friends because of it.",,,,,,,,,,,,,,,,,,,,1,4,4,3,4,5,,,,,,,2,,1,mic4,30.04519653,-99.16819763,-1,2.431037736,58.83,2.3532
R_vpKpiSGKMSpxd1n,Default Response Set,Anonymous,,,98.127.94.119,0,2/21/16 20:40,2/21/16 20:44,1,1,1,1,1,1,1,,,,,2,3,2,1,1,survey,survey,4,3,4,5,4,4,3,4,5,5,4,1,3,4,5,4,5,3,2,5,4,4,3,4,4,2,3,5,4,3,4,3,2,3,1,4,2,3,1,3,2,3,22,1,4,1,,Data Entry,7,2,"He enjoyed foreign art and culture, and liked to meet new people though he felt like he didn't really ""know"" anyone very well. ",1,0,2,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,41.33859253,-105.860199,-1,2.532282609,48.71,2.706111111
R_3JIsr1WSiTMoOkh,Default Response Set,Anonymous,,,71.59.50.32,0,2/21/16 20:37,2/21/16 20:47,1,1,1,1,1,1,,,1,,,3,2,2,1,1,survey,survey,4,3,3,5,5,3,3,6,3,4,4,1,4,4,3,4,3,3,4,4,3,3,3,1,4,3,4,6,6,4,2,2,2,4,2,5,1,4,2,2,4,2,40,2,2,1,,Pharmacist,8,5,"he is very close to his parents and has dinner with his parents weekly, even though that can sometimes keep him from seeing his friends. he is very particular about how he splits his bills. he gets his clothes from thrift shops. he avoids loaning money to friends unless it is a dire situation. he is very articulate. he knows a lot about art and history. he will sometimes speak at length about these things even if it isn't relevant to the conversation. he sometimes makes a simple task more complicated and will sometimes miss deadlines. ",,,,,,,,,,,,,,1,5,5,4,3,2,,,,,,,,,,,,,2,,1,mic3,34.00169373,-84.47100067,-1,2.395989011,198.95,2.51835443
R_3HTTFTNSbWFuZGo,Default Response Set,Anonymous,,,24.216.171.251,0,2/21/16 20:55,2/21/16 21:02,1,1,1,1,1,1,,,,,1,4,2,4,1,1,survey,survey,5,4,3,4,5,5,5,3,4,4,4,1,2,2,3,4,2,2,3,4,4,2,1,5,4,2,2,3,2,4,2,2,4,4,5,3,5,4,4,2,4,3,21,1,6,1,,Sales Clerk,6,1,"He takes a lot of risks. He likes to travel and do dangerous activities, and his friends say he brings positive energy. He likes to read and is intelligent. ",,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,2,5,2,2,,1,mic5,38.84899902,-89.93849945,-1,2.449836066,57.35,2.606818182
R_2ZJRD7tKM50x55W,Default Response Set,Anonymous,,,108.160.236.172,0,2/21/16 20:58,2/21/16 21:04,1,1,1,1,1,1,1,,,,,3,4,3,1,1,50,5,6,3,3,6,6,6,6,6,6,6,6,2,6,6,6,6,1,1,6,6,4,5,1,1,5,5,5,6,6,6,2,3,5,5,5,3,5,5,5,5,5,2,25,1,4,1,,cook,7,3,"he is a risk taker, loves learning and talking about european stuff",1,3,5,4,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,41.76429749,-91.63259888,-1,2.532282609,21.89,2.432222222
R_pFSLu8CSz26r4Kl,Default Response Set,Anonymous,,,76.107.168.69,0,2/21/16 21:01,2/21/16 21:10,1,1,1,1,1,1,,,1,,,4,3,4,1,1,survey,survey,5,2,3,5,3,5,4,4,2,5,5,1,4,2,3,5,3,2,2,3,4,2,2,2,4,2,4,4,4,3,2,2,3,4,3,4,3,3,1,2,4,2,26,2,4,1,,Psychology Assistant,8,3,"Michael keeps in close contact with his parents, making sure to call them and see them, even at expense of his social life. His work is consistently great, but he is such a perfectionist that he often misses deadlines. He is careful about spending money, and will often shop at thrift stores or won't lend friends money, unless it's a dire situation. He is very stubborn about changing his mind and refuses to do so, even if the end result would have been better if he had done so.",,,,,,,,,,,,,,1,5,5,5,4,1,,,,,,,,,,,,,2,,1,mic3,34.91799927,-89.82160187,-1,2.395989011,171.72,2.352328767
R_124i9VEbmPs0oq1,Default Response Set,Anonymous,,,68.117.15.232,0,2/21/16 21:03,2/21/16 21:16,1,1,1,1,1,1,,,,1,,5,5,5,1,1,survey,survey,4,1,3,6,2,5,5,4,5,5,6,1,5,1,4,5,2,1,3,5,3,4,1,5,4,1,3,3,3,5,2,1,1,4,2,5,1,3,5,3,3,2,39,2,4,1,,Insurance processor,6,4,"Michael is close to his family, calls his parents often and has dinner with them once a week, sometimes at the expense of his friendships.",,,,,,,,,,,,,,,,,,,,1,6,5,5,5,4,,,,,,,2,,1,mic4,44.74569702,-91.51319885,-1,2.431037736,43.03,2.390555556
R_23fXd4kiCs209bn,Default Response Set,Anonymous,,,173.60.212.139,0,2/21/16 21:11,2/21/16 21:19,1,1,1,1,1,1,,,1,,,4,4,4,1,1,survey,survey,5,2,2,4,3,4,3,3,5,3,4,1,4,1,3,5,1,1,4,4,3,2,2,4,4,1,4,5,3,3,2,3,2,3,3,4,2,3,3,3,3,2,38,2,3,1,,writer,9,1,Michael makes time to eat with his parent every week no matter his other plans. He will make efforts to finish whatever he started. ,,,,,,,,,,,,,,1,6,6,4,6,0,,,,,,,,,,,,,2,,1,mic3,34.42660522,-117.1450958,-1,2.395989011,54.76,2.882105263
R_XjFu3hA6fzWTgnT,Default Response Set,Anonymous,,,72.84.181.59,0,2/21/16 21:12,2/21/16 21:22,1,1,1,1,1,1,1,,,,,1,1,2,1,1,survey,survey,5,3,2,4,5,2,3,4,4,5,3,1,4,3,4,4,2,2,4,5,3,2,2,3,2,3,3,5,3,4,2,3,3,3,3,4,3,3,3,3,3,4,48,2,4,1,,office manager,8,5,Michael used to tattle on classmates for cheating. He says he has never thought about cheating. He is attempting to learn about other cultures and goes to eat at ethnic restaurants.  He likes excitement and has done things that have been dangerous.,1,1,3,4,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,38.79670715,-76.04889679,-1,2.532282609,74.97,2.3428125
R_3HoFrLrXpSjqPI8,Default Response Set,Anonymous,,,174.60.60.14,0,2/21/16 21:15,2/21/16 21:28,1,1,1,1,1,1,,,,1,,5,4,4,1,1,survey,survey,5,2,2,5,4,3,5,3,5,3,5,2,4,2,5,4,1,2,5,4,4,5,1,4,5,2,2,3,3,4,2,3,4,3,4,3,4,2,4,4,2,3,24,1,4,1,,Packer - Factory,5,3,"Michael works hard and gets the job done, although he tends to overthink simple problems. Sometimes he is hesitant to consider his work finished, and these two things tend to make him late on assignments. Michael is a very social person, and enjoys talking to extensive lengths on topics he is interested in. Sometimes Michael makes plans and promises in a conversation he does not intend to keep. When Michael gets it in his head to do something, almost nothing will stop him. Michael is very close with his parents, and tends to have dinner with them at least once a week. Sometimes this causes him to miss out on seeing his friends.",,,,,,,,,,,,,,,,,,,,1,6,5,4,1,5,,,,,,,2,,1,mic4,39.79679871,-76.99299622,-1,2.431037736,213.86,2.45816092
R_10N3Z0i6OZCOBIF,Default Response Set,Anonymous,,,72.223.94.221,0,2/21/16 21:30,2/21/16 21:39,1,1,1,1,1,1,1,,,,,1,1,1,1,1,survey,survey,4,5,3,4,4,2,2,5,3,4,3,1,4,4,2,4,3,3,4,4,3,4,3,2,3,2,4,5,4,3,2,1,4,3,4,2,5,4,3,2,4,3,60,2,4,1,,buyer,6,5,"he told on his friends for cheating, likes adventure & taking risks, is a cheapskate & never gives to charity. ",1,1,4,4,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,33.39360046,-111.7161026,-1,2.532282609,31.71,2.439230769
R_0NBARMWCB9yTOx3,Default Response Set,Anonymous,,,73.250.54.57,0,2/21/16 21:27,2/21/16 21:41,1,1,1,1,1,1,,,,,1,5,5,5,1,1,survey,survey,4,3,4,5,4,3,4,3,4,4,4,1,4,1,5,5,4,4,5,4,4,4,2,4,4,2,3,5,4,4,2,3,4,4,4,2,4,4,4,4,3,3,45,1,4,1,,Translator,9,3,"Michael is a conversationalist. He party's a lot and drinks a lot and sometimes gets kicked out of bars for being too rowdy. His friends say he brings a lot of energy to the party. He went downhill mountain biking when it was dark. He climbed a mountain. Once Michael sets his mind on doing something, it's done. At parties he talks to a lot of people but his conversations always seem hurried. Michael reads a lot and likes to talk about what he read even if it's not related to the conversation.",,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,2,4,2,2,,1,mic5,38.67799377,-77.31970215,-1,2.449836066,184.71,2.565416667
R_3pnlhJtRvrUZL1n,Default Response Set,Anonymous,,,50.27.39.123,0,2/21/16 21:40,2/21/16 21:52,1,1,1,1,1,1,,,,1,,5,5,5,1,1,survey,survey,6,3,4,6,6,6,3,4,5,3,5,1,1,3,1,6,4,1,5,5,5,3,1,1,6,1,1,6,1,1,2,2,1,4,1,5,1,5,2,2,3,1,46,2,4,1,,writer,8,2,Michael is seeing his parents once a week and calls them often. He is someone who likes literature and history and is a good conversationalist. He's very sociable and likes to meet new people but sometimes can get caught up in what he talks about. He is very detailed-oriented and puts a lot of care in what he does and wants to do it right. When Micheal makes up his mind to do something he will continue no matter what.,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,,,,,,,2,"It would be nice that when you do demographics questions if they could be the last questions you ask. It feels deceptive to answer those questions, think you are done and then have more questions. The study was supposed to take 10 minutes, but because of it it's a lot longer than announced. /  / Regardless, I liked the study and that's why I finished it. I hope my data can help you. My best!",1,mic4,33.61410522,-101.9573975,-1,2.431037736,171.54,2.522647059
R_3ML5SjwaNRlc1UH,Default Response Set,Anonymous,,,172.14.32.156,0,2/21/16 21:43,2/21/16 21:53,1,1,1,1,1,1,,,1,,,3,3,2,1,1,survey,survey,3,3,3,4,3,3,4,6,2,5,5,2,3,2,6,6,5,5,2,2,6,3,2,2,5,3,3,6,6,6,2,3,3,3,3,3,3,4,3,3,3,3,30,2,4,1,,manager,9,4,He has dinner with his parents at least once a week. Even if it means not haning out with friends. He likes to read literature and is very articulate. He also likes to finish what he starts even if it could have been done some other way to get a better outcome. ,,,,,,,,,,,,,,1,4,5,2,5,1,,,,,,,,,,,,,2,none,1,mic3,38.00509644,-121.8386993,-1,2.395989011,107.88,2.397333333
R_27lHoDR2zW3DBxZ,Default Response Set,Anonymous,,,98.214.97.224,0,2/21/16 21:41,2/21/16 21:54,1,1,1,1,1,1,,,1,,,5,4,3,1,1,survey,survey,5,4,4,5,5,6,3,6,2,5,3,1,3,1,2,4,1,1,1,1,2,1,2,3,2,2,4,5,6,6,2,4,2,5,1,4,2,5,1,2,4,1,44,1,3,1,,Construction,6,4,"Michael is very close to his parents and he meets with them regularly,he's very detail orientated and because so it makes him miss deadlines.Michael is very tight with his money and he rarely spends or loans money out to friends unless its a dire situation. ",,,,,,,,,,,,,,1,2,5,4,1,6,,,,,,,,,,,,,2,No comments.,1,mic3,40.75779724,-89.60980225,-1,2.395989011,81.31,2.323142857
R_1GW8MHJ89pNbg4m,Default Response Set,Anonymous,,,166.170.32.185,0,2/21/16 21:42,2/21/16 21:58,1,1,1,1,1,1,,1,,,,4,3,2,1,1,survey,survey,2,2,1,4,2,2,1,1,4,6,5,2,5,2,2,2,1,2,3,3,2,2,5,6,3,2,3,4,1,2,2,3,1,3,2,5,1,1,4,4,2,4,45,1,3,1,,cashier,7,3,"He likes to say what's on his mind. A friend asked him what he thought about a painting he was doing and Mike said it needed work. / He shoots the rapids, he went downhill mountain biking at night and back-country skiing without avalanche training. / He's a skilled conversationalist and makes acquaintances easily. He's so eager to make acquaintances his conversations are often superficial. He makes plans with people often without thought as to whether or not he'll follow through. / When he puts his mind to something, he stays on it until it's done. ",,,,,,,,1,2,0,2,4,5,,,,,,,,,,,,,,,,,,,2,no comments,1,mic2,40.12460327,-75.53849792,-1,2.43,194.38,2.662739726
R_SUWxituLxsQlCoh,Default Response Set,Anonymous,,,24.55.109.96,0,2/21/16 21:48,2/21/16 22:04,1,1,1,1,1,1,,,,1,,5,5,4,1,1,survey,survey,5,1,3,6,4,6,5,4,6,2,5,1,5,2,6,5,2,3,6,6,4,5,1,6,5,3,1,5,4,6,2,5,2,3,1,4,2,4,5,5,3,5,25,2,5,1,,Centralized Operations Analyst,8,3,"Micheal pays a lot of attention to detail in his work, but occasionally this can slow down his production at work because he tries to do too much, so he is prone to missing deadlines. / He is very well educated and well-versed in history and literature; he is very articulate. / He is a very good conversationalist and makes friends easily, although his enthusiasm in meeting people can oftentimes cause him to forget social obligations or engagements. Since he meets so many people, his conversations tend to come off as hurried. / Michael makes up his mind about something and rarely changes his mind. / He is very close to his parents and has dinner with them once a week.",,,,,,,,,,,,,,,,,,,,1,6,5,2,2,5,,,,,,,2,,1,mic4,18.39399719,-65.97789764,-1,2.431037736,236.28,2.46125
R_DPp8AdC00Hxw4LL,Default Response Set,Anonymous,,,71.47.62.233,0,2/21/16 21:48,2/21/16 22:05,1,1,1,1,1,1,,1,,,,2,2,2,1,1,survey,survey ,5,3,4,6,6,4,4,5,4,4,4,1,3,1,5,6,3,3,3,4,4,3,2,2,4,1,2,5,5,4,2,3,3,4,3,5,3,4,2,3,5,1,39,2,4,1,,Homemaker,7,5,Michael was a good speaker and would often correct others around him when they made a gramatical mistake. / Michael liked outdoor activities and he accomplished a lot of things and almost got hurt at the same time. / Michael was quick to say yes to things even when he shouldnt  / Michael was a hard worker / Michael knew a lot of people but seemed superficial at times when he would have conversations with them.,,,,,,,,1,1,5,1,1,1,,,,,,,,,,,,,,,,,,,2,interesting ,1,mic2,28.51060486,-81.19760132,-1,2.43,136.43,2.352241379
R_1kNPMmKiSBgrfUF,Default Response Set,Anonymous,,,108.72.67.68,0,2/21/16 21:55,2/21/16 22:06,1,1,1,1,1,1,,,,,1,5,4,4,1,1,survey,survey,4,4,3,5,5,2,2,4,3,5,5,2,3,3,5,4,2,2,5,3,2,3,2,3,3,2,5,4,4,4,2,3,3,3,3,4,3,5,4,2,3,2,46,1,4,1,,golf instructor,7,3,"He is spontaneous,he is a thrill seeker. Skydiving,mountain climbing,and likes to read a lot. Mike  tends to be the life ,or ""energy"" of the party. He can talk at lenght about topics on his mind,even if the information is not on topic.  Once he sets his mind to do something,he will make sure it gets done no matter how long it takes.",,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,5,5,2,,1,mic5,35.38789368,-119.0236053,-1,2.449836066,123.18,2.56625
R_9HuZOiaKtcbD7B7,Default Response Set,Anonymous,,,73.1.148.251,0,2/21/16 21:46,2/21/16 22:09,1,1,1,1,1,1,1,,,,,3,4,3,1,1,survey,survey ,6,1,5,6,6,2,2,6,6,4,6,1,4,1,4,6,5,1,3,3,4,4,1,1,5,1,1,6,6,5,2,5,1,3,3,5,3,3,2,2,4,3,27,2,3,1,,Instructional aide ,7,3,Michael has a standard of behavior. He never cheated in a test and he would tell on a student.,1,3,4,3,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,27.15190125,-81.06109619,-1,2.532282609,40.16,2.51
